index,ingredient_name,traits,tags,substitutes,substitutes2,대분류,중분류,synonyms,속성수,언급량
2041,염소고기,"감칠맛, 퍽퍽함, 덩어리, 수분보유력","고단백, 저지방, 보양","양고기, 소고기, 돼지고기",,재료,육류,,0,
2042,온주밀감,"단맛, 부드러움, 덩어리, 농축","항산화, 면역력, 건강","오렌지, 귤, 감귤",,재료,과일,,0,
2043,선지 비율 낮은것,"짠맛, 부드러움, 덩어리, 응고성","고단백, 철분, 건강","선지, 간, 혈액소시지",,재료,육류,,0,
2045,묵가루,"쌉쌀함, 가루, 건조, 응고성","소화, 장건강, 건강","도토리묵가루, 녹두묵가루, 메밀묵가루",,재료,면류/밀가루류,,0,
2046,빵가루,"고소함, 바삭함, 가루, 건조","에너지, 건강, 다이어트","크래커가루, 시리얼가루, 오트밀가루",,재료,면류/밀가루류,,0,
2047,스리라차소스,"매운맛, 점성, 페이스트, 농축","소화, 건강, 에너지","칠리소스, 핫소스, 고추장",,재료,소스류,,0,
2048,지리멸치,"감칠맛, 바삭함, 덩어리, 건조","고단백, 칼슘, 건강","멸치, 건새우, 건오징어",,재료,해산물,,0,
2049,파슬리가공품,"쌉쌀함, 부드러움, 가루, 건조","항산화, 소화, 건강","바질, 오레가노, 로즈마리",,재료,기타생식재료,,0,
2052,줄나물,"쌉쌀함, 부드러움, 덩어리, 수분보유력","비건, 채식, 장건강","미나리, 돌나물, 냉이",,재료,야채/채소,,0,
2058,갯기름나물,"쌉쌀함, 부드러움, 덩어리, 수분보유력","비건, 채식, 장건강","미나리, 돌나물, 냉이",,재료,야채/채소,,0,
2059,딸기,"단맛, 부드러움, 덩어리, 농축","항산화, 면역력, 건강","블루베리, 라즈베리, 체리",,재료,과일,,0,
2061,슬라이스치즈,"고소함, 부드러움, 유화, 덩어리","고단백, 고지방, 건강","체다치즈, 크림치즈, 모짜렐라",,재료,유제품,,0,
2064,연근가공품,"아삭함, 섬유질, 수분보유력, 부드러움","장건강, 소화, 다이어트","생연근, 우엉, 더덕",,재료,야채/채소,,0,
2066,차요테,"담백함, 아삭함, 수분多, 줄기채소","저칼로리, 장건강, 다이어트","오이, 애호박, 무",,재료,야채/채소,,0,
2069,대추,"단맛, 건조성, 끈적임, 향긋함","항산화, 피로, 보양, 혈액순환","건포도, 무화과, 생강차",,재료,과일,,0,
2070,오디,"단맛, 새콤함, 과즙多, 연한껍질","항산화, 면역력, 피부","블루베리, 아로니아, 포도",,재료,과일,,0,
2072,청오이,"담백함, 아삭함, 수분多, 향긋함","저칼로리, 장건강, 다이어트","오이, 애호박, 피클오이",,재료,야채/채소,,0,
2073,고추장,"매운맛, 발효성, 페이스트, 농축","항산화, 소화, 건강","된장, 쌈장, 두반장",,재료,양념/조미료,,0,
2087,참타리버섯,"쫄깃함, 담백함, 수분多, 섬유질","저칼로리, 비건, 장건강","새송이버섯, 느타리버섯, 표고버섯",,재료,버섯류,,0,
2088,강낭콩,"고소함, 전분질, 끈적임, 덩어리","고단백, 장건강, 비건","흰강낭콩, 병아리콩, 팥",,재료,두류,,0,
2092,마라 육수,"매운맛, 기름짐, 액체, 향신료","소화, 컨디션, 건강","사천육수, 짬뽕육수, 고추기름육수",,재료,양념/조미료,,0,
2100,마름,"담백함, 전분질, 단단함, 뿌리채소","소화, 건강, 다이어트","연근, 토란, 감자",,재료,기타생식재료,,0,
2101,수수,"고소함, 전분질, 건조성, 곡류","비건, 저지방, 고식이섬유","기장, 보리, 조",,재료,곡류/견과류/씨앗류,,0,
2102,아홉동가리,"감칠맛, 담백함, 흰살생선, 부드러움","고단백, 보양, 저지방","도미, 광어, 놀래미",,재료,해산물,,0,
2105,무말랭이가공품,"짠맛, 건조성, 섬유질, 아삭함","고식이섬유, 장건강, 저염","시래기, 우엉, 무채",,재료,야채/채소,,0,
2106,벵에돔,"감칠맛, 단단함, 흰살생선, 기름짐","고단백, 보양, 건강","도미, 광어, 감성돔",,재료,해산물,,0,
2108,오리,"풍미강함, 기름짐, 부드러움, 육질","고단백, 보양, 건강","닭고기, 훈제오리, 오리고기",,재료,육류,,0,
2115,올방개묵,"쫀득함, 응고성, 식물성묵, 담백함","저칼로리, 글루텐프리, 디톡스","도토리묵, 청포묵, 콩묵",,재료,기타생식재료,,0,
2116,우둔살,"퍽퍽함, 담백함, 단단함, 육류","고단백, 저지방, 근육","안심, 설도, 닭가슴살",,재료,육류,"홍두깨살, 뒷다리",1,
2120,목탁가오리,"담백함, 쫄깃함, 해산물풍미, 흰살","고단백, 보양, 저지방","가오리, 홍어, 매오징어",,재료,해산물,,0,
2125,오이지,"짠맛, 아삭함, 발효성, 수분少","저염, 소화, 건강","피클, 오이절임, 짠지",,재료,야채/채소,,0,
2126,구절초차,"향긋함, 약재향, 따뜻함, 액체","항산화, 한방, 면역력","국화차, 쑥차, 작약차",,재료,기타생식재료,,0,
2127,사워크림소스,"새콤함, 점성, 유화, 크리미함","유화, 건강","요거트소스, 타르타르소스, 크림치즈소스",,재료,소스류,,0,
2128,방울다다기양배추,"쓴맛, 아삭함, 잎채소, 섬유질","항산화, 장건강, 다이어트","브로콜리, 양배추, 케일",,재료,야채/채소,,0,
2134,참게,"감칠맛, 쫄깃함, 해산물향, 작고딱딱함","고단백, 보양, 면역력","꽃게, 민물게, 게장",,재료,해산물,,0,
2135,옥수수차,"구수함, 액체, 곡물우림, 향긋함","디톡스, 피로, 장건강","보리차, 둥굴레차, 현미차",,재료,기타생식재료,,0,
2136,개조개,"쫄깃함, 해산물, 감칠맛, 탱글함","고단백, 저지방, 보양","바지락, 백합, 키조개",,재료,해산물,,0,
2139,더덕,"쌉쌀함, 향긋함, 아삭함, 섬유질","항염, 면역력, 기관지","도라지, 산마, 고삼",,재료,기타생식재료,,0,
2140,전호,"쓴맛, 향긋함, 뿌리채소, 섬유질","기관지, 약재, 디톡스","더덕, 도라지, 결명자",,재료,기타생식재료,,0,
2141,참취,"향긋함, 부드러움, 잎채소, 데침가능","비건, 저칼로리, 장건강","곰취, 참나물, 방풍나물",,재료,야채/채소,,0,
2143,굵은소금,"짠맛, 결정형, 광물질, 농축","미네랄, 저염","천일염, 자염, 구운소금",,재료,양념/조미료,,0,
2144,각시흰새우,"감칠맛, 탱글함, 해산물, 작고단단함","고단백, 저지방, 보양","새우, 꽃새우, 곤쟁이",,재료,해산물,,0,
2148,빙어,"감칠맛, 담백함, 연한살, 소형어종","고단백, 보양, 저지방","은어, 멸치, 정어리",,재료,해산물,,0,
2150,갈릭소스,"짠맛, 마늘향, 점성, 유화","소화, 건강, 풍미강화","마늘소스, 아이올리, 홀스래디쉬소스",,재료,소스류,,0,
2151,유채 김치,"짭짤함, 발효성, 부드러움, 잎채소","저염, 장건강, 비건","열무김치, 얼갈이김치, 갓김치",,재료,야채/채소,,0,
2155,서리태,"고소함, 전분질, 단단함, 콩류","고단백, 항산화, 비건","검은콩, 강낭콩, 서목태",,재료,두류,,0,
2156,이탈리안소시지,짠맛,"고단백, 근육","소시지, 브랏부어스트, 훈제햄",,재료,가공육,,0,
2157,자장가루,"짠맛, 점성, 농축",저염,"춘장, 된장, 간장",,재료,양념/조미료,,0,
2158,우둔,"퍽퍽함, 감칠맛","고단백, 근육, 보양","설도, 앞다리살, 사태",,재료,육류,,0,
2164,죽순,"쌉쌀함, 아삭함, 덩어리, 수분보유력","저칼로리, 소화, 장건강, 채식","우엉, 연근, 브로콜리줄기",,재료,야채/채소,,0,
2168,찰수수,"쫄깃함, 전분질, 덩어리","저지방, 고식이섬유, 비건","현미, 기장, 흑미",,재료,곡류/견과류/씨앗류,,0,
2173,등갈비,"고소함, 쫄깃함","고단백, 보양, 근육","삼겹살, 목살, LA갈비",,재료,육류,,0,
2177,각시가자미,"부드러움, 감칠맛","고단백, 보양, 콜레스테롤","가자미, 도다리, 병어",,재료,해산물,,0,
2178,경수채,"아삭함, 수분보유력","소화, 장건강, 저칼로리","얼갈이, 근대, 청경채",,재료,야채/채소,,0,
2179,스모그햄,"짠맛, 풍미 유지력","고단백, 근육","훈제햄, 베이컨, 브런치햄",,재료,가공육,,0,
2182,스파게티 소스,"짠맛, 감칠맛, 점성, 유화",저염,"마리나라소스, 토마토페이스트, 볼로네제",,재료,소스류,,0,
2184,횟대,"부드러움, 감칠맛","고단백, 보양","도미, 광어, 연어",,재료,해산물,,0,
2186,아이올리소스,"고소함, 유화, 점성","저염, 건강","마요네즈, 타르타르소스, 요거트드레싱",,재료,소스류,,0,
2195,조청,"단맛, 점성",저당,"물엿, 올리고당, 꿀",,재료,양념/조미료,,0,
2198,날치,"감칠맛, 탱글함","고단백, 콜레스테롤, 보양","청어, 꽁치, 정어리",,재료,해산물,,0,
2203,브리,"부드러움, 고소함, 응고성","고단백, 근육","까망베르, 고다치즈, 모짜렐라",,재료,유제품,,0,
2204,마요네즈,"짠맛, 유화, 점성, 풍미 유지력",저염,"요거트소스, 머스터드드레싱, 크림드레싱",,재료,소스류,,0,
2206,깻잎나물가공품,"쌉쌀함, 부드러움","항염, 장건강, 비건","들깻잎, 시래기, 취나물",,재료,야채/채소,,0,
2211,혹돔,"부드러움, 감칠맛","고단백, 보양","복어, 황돔, 조피볼락",,재료,해산물,,0,
2215,주꾸미,"쫄깃함, 감칠맛, 풍미 유지력","고단백, 콜레스테롤, 보양","낙지, 오징어, 문어",,재료,해산물,,0,
2216,호박돔,"부드러움, 감칠맛","고단백, 보양","도미, 감성돔, 흰살생선",,재료,해산물,,0,
2220,현미,"전분질, 고소함, 덩어리","고식이섬유, 저당, 글루텐프리","찰현미, 보리, 귀리",,재료,곡류/견과류/씨앗류,현미쌀,1,
2221,상추,"아삭함, 수분보유력","저칼로리, 소화, 장건강, 비건","양상추, 청상추, 로메인",,재료,야채/채소,,0,
2222,왕우렁,"쫄깃함, 감칠맛","고단백, 콜레스테롤, 장건강","골뱅이, 소라, 다슬기",,재료,해산물,,0,
2226,동부,"전분질, 덩어리, 부드러움","저지방, 고식이섬유, 비건","팥, 녹두, 강낭콩",,재료,두류,,0,
2229,돼지고기햄,"짠맛, 풍미 유지력","고단백, 근육","햄, 훈제삼겹, 런천미트",,재료,가공육,,0,
2230,알룰로스,"단맛, 액체","저당, 비정제원당, 다이어트","에리스리톨, 스테비아, 자일리톨",,재료,양념/조미료,,0,
2232,왕우럭조개,"쫄깃함, 감칠맛","고단백, 보양, 콜레스테롤","전복, 키조개, 큰소라",,재료,해산물,,0,
2235,각시돔,"부드러움, 감칠맛","고단백, 보양","도미, 황돔, 벵에돔",,재료,해산물,,0,
2238,단호박,"단맛, 부드러움, 덩어리, 전분질","비건, 장건강, 항산화","밤호박, 고구마, 당근",,재료,야채/채소,,0,
2239,청느타리버섯,"쫄깃함, 부드러움","저칼로리, 장건강, 항염","새송이버섯, 표고, 느타리",,재료,버섯류,,0,
2245,건표고,"쫄깃함, 풍미 유지력, 건조","항산화, 면역력, 건강","생표고, 표고가루, 말린느타리",,재료,버섯류,,0,
2246,구이용삼치,"부드러움, 감칠맛, 풍미 유지력","고단백, 보양","고등어, 갈치, 꽁치",,재료,해산물,,0,
2247,까나리액젓,"짠맛, 발효성, 점성","저염, 장건강","멸치액젓, 새우젓, 액젓",,재료,양념/조미료,,0,
2248,민들레,"쌉쌀함, 부드러움","항산화, 항염, 디톡스, 비건","취나물, 달래, 냉이",,재료,기타생식재료,,0,
2249,방게,"짠맛, 감칠맛, 부드러움","고단백, 콜레스테롤","꽃게, 돌게, 게장",,재료,해산물,,0,
2250,방어,"감칠맛, 부드러움","고단백, 콜레스테롤, 보양","참다랑어, 연어, 삼치",,재료,해산물,,0,
2252,본레스햄,"짠맛, 풍미 유지력, 유화","고단백, 근육","스모그햄, 훈제햄, 런천미트",,재료,가공육,,0,
2254,일본된장,"짠맛, 발효성, 점성","저염, 장건강","된장, 청국장, 자장가루",,재료,양념/조미료,,0,
2259,허니머스터드소스,"단맛, 매운맛, 유화, 점성",저염,"머스터드소스, 사우전드아일랜드, 아이올리소스",,재료,소스류,,0,
2261,현미녹차,"쌉쌀함, 액체","항산화, 소화, 비건","녹차, 우롱차, 둥굴레차",,재료,기타생식재료,,0,
2262,현미시리얼,"고소함, 바삭함, 전분질","고식이섬유, 글루텐프리","현미플레이크, 귀리시리얼, 잡곡시리얼",,재료,곡류/견과류/씨앗류,,0,
2264,황다랑어,"감칠맛, 부드러움","고단백, 보양","방어, 참치, 고등어",,재료,해산물,,0,
2265,황줄돔,"감칠맛, 부드러움","고단백, 보양","도미, 참돔, 벵에돔",,재료,해산물,,0,
2267,묵/건조,"부드러움, 응고성, 건조","저칼로리, 디톡스","도토리묵, 우뭇가사리묵, 올방개묵",,재료,기타생식재료,,0,
2269,망둑어,"부드러움, 감칠맛","고단백, 보양","횟대, 쏘가리, 붕어",,재료,해산물,풀망둑,1,
2270,북방전복,"쫄깃함, 감칠맛, 풍미 유지력","고단백, 보양, 콜레스테롤","전복, 키조개, 왕우럭조개",,재료,해산물,,0,
2271,생강페이스트,"매운맛, 페이스트, 발색력","항염, 소화, 비건","생강, 다진마늘, 마늘페이스트",,재료,양념/조미료,,0,
2277,백미돔,"감칠맛, 부드러움","고단백, 보양","도미, 감성돔, 황돔",,재료,해산물,,0,
2281,빨강부치,"감칠맛, 부드러움","고단백, 보양","붉바리, 방어, 횟대",,재료,해산물,,0,
2284,계란,"고소함, 응고성, 부드러움","고단백, 근육, 콜레스테롤","달걀흰자, 메추리알, 난백",,재료,달걀/난류,,0,
2286,고려엉겅퀴,"쌉쌀함, 부드러움","항염, 항산화, 디톡스","민들레, 헛개, 쑥부쟁이",,재료,기타생식재료,,0,
2292,자몽,"신맛, 쌉쌀함, 수분보유력","항산화, 디톡스, 비건","오렌지, 레몬, 라임",,재료,과일,,0,
2297,물렁가시붉은새우,"탱글함, 감칠맛","고단백, 보양","붉은새우, 대하, 펄닭새우",,재료,해산물,,0,
2298,후추,"매운맛, 가루","항염, 소화, 저염","청양고추가루, 고춧가루, 마늘가루",,재료,양념/조미료,,0,
2300,쌀겨기름,"고소함, 액체","고지방, 건강","들기름, 해바라기유, 올리브유",,재료,곡류/견과류/씨앗류,,0,
2303,새우살,"탱글함, 감칠맛","고단백, 보양, 콜레스테롤","대하, 꽃새우, 흰다리새우",,재료,해산물,,0,
2307,산자나무 열매,"신맛, 쌉쌀함, 덩어리","항산화, 면역력, 비건","구기자, 아로니아, 블루베리",,재료,기타생식재료,,0,
2309,앞다리,"퍽퍽함, 감칠맛","고단백, 근육","우둔, 사태, 설도",,재료,육류,주걱살,1,
2313,날개콩,"아삭함, 덩어리, 고소함","고식이섬유, 비건, 건강","완두콩, 강낭콩, 껍질콩",,재료,곡류/견과류/씨앗류,,0,
2315,흑설탕,"단맛, 가루","비정제원당, 저당","황설탕, 백설탕, 코코넛슈가",,재료,양념/조미료,,0,
2316,비파,"단맛, 덩어리, 부드러움","항산화, 소화, 비건","살구, 복숭아, 자두",,재료,과일,,0,
2322,찰쌀,"전분질, 덩어리, 쫄깃함","저지방, 고식이섬유","찹쌀현미, 멥쌀, 현미",,재료,곡류/견과류/씨앗류,,0,
2323,피칸,"고소함, 바삭함, 덩어리","고지방, 항산화, 건강","호두, 캐슈넛, 아몬드",,재료,곡류/견과류/씨앗류,,0,
2325,근대,"부드러움, 수분보유력","저칼로리, 장건강, 비건","시금치, 얼갈이, 청경채",,재료,야채/채소,,0,
2327,수리취,"쌉쌀함, 부드러움","항염, 소화, 건강","쑥, 민들레, 취나물",,재료,기타생식재료,,0,
2328,엿,"단맛, 점성, 농축",저당,"조청, 물엿, 올리고당",,재료,양념/조미료,,0,
2332,마늘쫑가공품,"매운맛, 아삭함","항염, 소화, 비건","파, 부추, 생마늘",,재료,야채/채소,,0,
2336,배추 김치,"짠맛, 발효성, 점성","장건강, 면역력, 소화","열무김치, 백김치, 갓김치",,재료,야채/채소,,0,
2338,황태,"건조, 감칠맛, 퍽퍽함","고단백, 보양","북어, 대구, 명태",,재료,해산물,,0,
2340,효모,"고소함, 가루","면역력, 장건강, 건강","영양효모, 건조효모, 효모추출물",,재료,기타생식재료,,0,
2341,후랑크소시지,짠맛,저단백,"브런치소시지, 스모그햄, 슬라이스햄",,재료,가공육,,0,
2342,후리카케,"짠맛, 건조",저염,"가쓰오부시, 다시마가루",,재료,양념/조미료,,0,
2347,양지,"퍽퍽함, 감칠맛, 덩어리, 수분보유력","고단백, 근육, 보양","우둔, 앞다리살, 사태",,재료,육류,업진살,1,
2348,졸복,"감칠맛, 쫄깃함, 덩어리, 농축","고단백, 보양음식","복어, 참복, 밀복",,재료,해산물,,0,
2350,연어,"감칠맛, 부드러움, 덩어리, 풍미 유지력","고단백, 오메가3, 건강","홍연어, 무지개송어, 참치",,재료,해산물,,0,
2351,율무차,"고소함, 액체, 농축","장건강, 소화, 다이어트","보리차, 둥굴레차, 결명자차",,재료,기타생식재료,,0,
2352,유기농찹쌀가루,"쫀득함, 가루, 전분질","저지방, 건강, 글루텐프리","찹쌀가루, 멥쌀가루, 떡가루",,재료,곡류/견과류/씨앗류,,0,
2353,잎새버섯,"쫄깃함, 덩어리, 풍미 유지력","항산화, 저칼로리, 채식","느타리버섯, 새송이버섯",,재료,버섯류,,0,
2359,불똥꼴뚜기,"쫄깃함, 감칠맛, 덩어리","고단백, 보양, 숙취해소","주꾸미, 꼴뚜기",,재료,해산물,,0,
2361,팟타이 소스,"짠맛, 점성, 유화",저염,"굴소스, 피쉬소스, 간장",,재료,소스류,,0,
2367,유기농설탕,"단맛, 가루, 발색력","비정제원당, 무설탕","자일리톨, 올리고당, 코코넛슈가",,재료,양념/조미료,,0,
2372,갑오징어채,"짠맛, 쫄깃함, 건조","고단백, 다이어트","진미채, 오징어채, 건오징어",,재료,해산물,,0,
2374,라임,"신맛, 액체, 발색력","항산화, 디톡스, 비건","레몬, 자몽, 청귤",,재료,과일,,0,
2375,북방대합,"탱글함, 감칠맛, 수분보유력","고단백, 면역력","바지락, 모시조개",,재료,해산물,,0,
2377,육수,"감칠맛, 액체, 농축",건강,"멸치육수, 다시마육수, 채소육수",,재료,양념/조미료,,0,
2378,장갱이,"감칠맛, 쫄깃함, 덩어리","고단백, 보양","꽁치, 고등어, 삼치",,재료,해산물,,0,
2379,강준치,"감칠맛, 부드러움, 덩어리","고단백, 건강","쏘가리, 송어",,재료,해산물,,0,
2382,우리밀칼국수,"쫄깃함, 덩어리, 전분질","저지방, 건강, 글루텐","소면, 중면, 메밀국수",,재료,면류/밀가루류,,0,
2385,방풍나물가공품,"쌉쌀함, 부드러움, 수분보유력","항염, 해독, 한방","방풍나물, 취나물",,재료,야채/채소,,0,
2386,돼지고기,"감칠맛, 덩어리, 풍미 유지력","고단백, 근육, 보양","목살, 삼겹살, 앞다리살",,재료,육류,,0,
2387,오이고추,"아삭함, 매운맛, 수분보유력","저칼로리, 항염, 다이어트","고추, 꽈리고추",,재료,야채/채소,,0,
2388,선인장,"쌉쌀함, 끈적임, 액체","소화, 해독, 다이어트","알로에, 우엉",,재료,기타생식재료,,0,
2389,강화우유,"고소함, 액체, 수분보유력","고단백, 칼슘, 건강","일반우유, 두유",,재료,유제품,,0,
2390,시럽,"단맛, 점성, 액체, 발색력","저당, 비정제원당","올리고당, 물엿",,재료,양념/조미료,,0,
2392,율무,"고소함, 덩어리, 건조","장건강, 소화, 다이어트","보리, 찰수수",,재료,곡류/견과류/씨앗류,,0,
2393,이고들빼기,"쌉쌀함, 부드러움, 건조","디톡스, 항염, 한방","취나물, 두릅",,재료,기타생식재료,,0,
2396,호박,"단맛, 부드러움, 덩어리, 수분보유력","다이어트, 항산화","단호박, 늙은호박",,재료,야채/채소,,0,
2397,우리밀부침가루,"전분질, 가루, 유화","저염, 건강, 글루텐","밀가루, 튀김가루",,재료,면류/밀가루류,,0,
2398,통마늘,"매운맛, 단맛, 덩어리, 발색력","면역력, 항산화, 해독","다진마늘, 흑마늘",,재료,야채/채소,,0,
2402,호박고구마,"단맛, 부드러움, 전분질, 농축","저칼로리, 항산화","밤고구마, 자색고구마",,재료,야채/채소,,0,
2404,생미역,"미끌함, 액체, 수분보유력","요오드, 소화, 장건강","다시마, 파래",,재료,해산물,,0,
2405,번데기,"탱글함, 덩어리, 풍미 유지력","고단백, 보양, 피로","된장벌레, 실뱀장어",,재료,해산물,,0,
2407,산천어,"감칠맛, 부드러움, 덩어리","고단백, 보양","송어, 연어",,재료,해산물,,0,
2409,열무,"아삭함, 쌉쌀함, 수분보유력","소화, 장건강, 디톡스","얼갈이, 청경채",,재료,야채/채소,,0,
2419,갓김치,"매운맛, 아삭함, 발효성","저염, 유산균, 소화","총각김치, 열무김치",,재료,야채/채소,,0,
2420,땅콩,"고소함, 부드러움, 덩어리, 건조","고단백, 건강, 에너지","잣, 호두, 아몬드",,재료,곡류/견과류/씨앗류,,0,
2422,레몬드레싱,"신맛, 유화, 액체","저칼로리, 디톡스","발사믹드레싱, 유자드레싱",,재료,소스류,,0,
2426,빙설탕,"단맛, 가루, 발색력",무염,"백설탕, 자일리톨, 올리고당",,재료,양념/조미료,,0,
2428,아마씨,"고소함, 끈적임, 가루","고식이섬유, 항산화","치아씨드, 햄프씨드",,재료,곡류/견과류/씨앗류,,0,
2430,오분도현미누룽지,"고소함, 바삭함, 전분질, 건조","저지방, 건강","현미누룽지, 찹쌀누룽지",,재료,곡류/견과류/씨앗류,,0,
2431,적양무,"아삭함, 덩어리, 수분보유력","장건강, 소화","무, 자색무",,재료,야채/채소,,0,
2433,해파리,"쫄깃함, 덩어리, 감칠맛","저칼로리, 콜라겐","문어, 오징어",,재료,해산물,,0,
2434,호박씨,"고소함, 딱딱함, 건조","항산화, 면역력","아몬드, 해바라기씨",,재료,곡류/견과류/씨앗류,,0,
2435,혼합잡곡,"덩어리, 전분질, 건조","고식이섬유, 건강","오곡밥, 잡곡밥",,재료,곡류/견과류/씨앗류,,0,
2439,가지,"부드러움, 수분보유력","항산화, 저칼로리","애호박, 버섯",,재료,야채/채소,,0,
2440,은상어,"부드러움, 감칠맛, 덩어리","고단백, 보양","황어, 연어",,재료,해산물,,0,
2441,오징어젓,"짠맛, 쫄깃함, 발효성","저염, 소화","명란젓, 창란젓",,재료,해산물,,0,
2442,누치,"감칠맛, 덩어리",고단백,"붕어, 잉어",,재료,해산물,,0,
2446,갯장어,"쫄깃함, 감칠맛, 덩어리","보양, 고단백","장어, 민물장어",,재료,해산물,,0,
2448,맛간장,"짠맛, 유화, 발색력",저염,"간장, 조림간장",,재료,양념/조미료,,0,
2450,홀그레인머스터드소스,"매운맛, 점성, 유화",저칼로리,"머스타드소스, 겨자소스",,재료,소스류,,0,
2451,레드향,"단맛, 신맛, 수분보유력","항산화, 비타민C","한라봉, 천혜향",,재료,과일,,0,
2454,오징어,"쫄깃함, 감칠맛, 덩어리","고단백, 다이어트","갑오징어, 한치",,재료,해산물,,0,
2456,옥수수전분,"가루, 전분질, 점성",저지방,"감자전분, 찹쌀가루",,재료,기타생식재료,콘스타치,1,
2464,오징어실채,"짠맛, 쫄깃함, 건조",고단백,"진미채, 오징어채",,재료,해산물,,0,
2465,유자,"신맛, 액체, 발색력","항산화, 면역력","레몬, 청귤",,재료,과일,,0,
2466,황어,"감칠맛, 부드러움, 덩어리","고단백, 보양","산천어, 연어",,재료,해산물,,0,
2470,애호박면,"부드러움, 전분질","저탄수, 다이어트","애호박채, 두부면",,재료,면류/밀가루류,주키니면,1,
2472,캠벨얼리,"단맛, 덩어리, 수분보유력","항산화, 면역력","포도, 거봉",,재료,과일,,0,
2473,혼합식물성유,"유화, 액체",건강,"카놀라유, 해바라기유",,재료,곡류/견과류/씨앗류,,0,
2474,멥쌀밥,"전분질, 덩어리, 수분보유력",저지방,"백미밥, 현미밥",,재료,곡류/견과류/씨앗류,,0,
2475,전기가오리,"쫄깃함, 감칠맛, 덩어리","보양, 고단백","홍어, 가오리",,재료,해산물,,0,
2476,동갈치,"감칠맛, 부드러움, 덩어리",고단백,"갈치, 삼치",,재료,해산물,,0,
2477,율무느타리버섯,"고소함, 쫄깃함, 덩어리","장건강, 면역력","율무, 느타리버섯",,재료,버섯류,,0,
2478,톳,"미끌함, 끈적임, 덩어리","요오드, 장건강","미역, 다시마",,재료,해산물,,0,
2482,강력밀가루,"전분질, 가루, 유화",저염,"중력밀가루, 박력밀가루",,재료,면류/밀가루류,,0,
2483,겨자소스,"매운맛, 점성, 유화",저염,"홀그레인머스터드소스, 머스타드",,재료,소스류,,0,
2485,다시마 육수,"감칠맛, 액체, 농축","저염, 장건강","채수, 멸치육수",,재료,양념/조미료,,0,
2488,열무 김치,"쌉쌀함, 발효성, 수분보유력","유산균, 소화","갓김치, 총각김치",,재료,야채/채소,,0,
2489,죽염,"짠맛, 가루, 건조","무염, 약재","소금, 구운소금",,재료,양념/조미료,,0,
2490,화살나무,"쌉쌀함, 덩어리, 건조","약재, 한방","엄나무, 황기",,재료,기타생식재료,,0,
2491,인삼차,"쓴맛, 액체, 농축","보양, 면역력, 피로","홍삼액, 도라지차",,재료,기타생식재료,,0,
2494,전복,"쫄깃함, 감칠맛, 덩어리","보양, 고단백","소라, 키조개관자",,재료,해산물,,0,
2496,레몬소스,"신맛, 액체, 유화","디톡스, 저칼로리","유자소스, 라임소스",,재료,소스류,,0,
2497,닭게,"감칠맛, 덩어리, 부드러움","고단백, 보양","꽃게, 참게",,재료,해산물,,0,
2498,혼합곡물,"덩어리, 전분질, 건조","고식이섬유, 건강","잡곡밥, 오곡",,재료,곡류/견과류/씨앗류,,0,
2502,거위 부산물,"풍미, 덩어리, 응고성","고단백, 보양","오리 부산물, 돼지부산물",,재료,육류,,0,
2506,열무가공품,"쌉쌀함, 발효성, 수분보유력","유산균, 장건강","열무김치, 총각김치",,재료,야채/채소,,0,
2510,떡볶이소스,"매운맛, 점성, 유화",건강,"고추장소스, 매운양념",,재료,소스류,,0,
2513,성대,"부드러움, 감칠맛, 덩어리",고단백,"도미, 광어",,재료,해산물,,0,
2514,유기농마요네즈,"고소함, 유화, 점성",건강,"마요네즈, 두유마요",,재료,소스류,,0,
2515,송화,"가루, 응고성, 발색력","약재, 소화","율무가루, 박하가루",,재료,기타생식재료,,0,
2517,율무쌀,"전분질, 덩어리, 고소함","소화, 건강","현미, 보리",,재료,곡류/견과류/씨앗류,,0,
2521,꼬리,"쫄깃함, 응고성, 감칠맛","보양, 콜라겐","사골, 도가니",,재료,육류,,0,
2525,메기,"부드러움, 감칠맛, 덩어리","보양, 고단백","빠가사리, 장어",,재료,해산물,,0,
2526,카망베르,"고소함, 응고성, 부드러움",건강,"브리치즈, 리코타",,재료,유제품,,0,
2529,모링가,"쓴맛, 가루, 건조","항산화, 면역력","녹차가루, 보이차",,재료,기타생식재료,,0,
2530,흰후추,"매운맛, 가루, 건조",소화,"후추, 통후추",,재료,양념/조미료,,0,
2532,건표고가공품,"쫄깃함, 풍미 유지력, 건조","면역력, 건강","건느타리, 말린표고",,재료,버섯류,,0,
2536,리마콩,"부드러움, 덩어리, 고소함","고단백, 장건강","강낭콩, 병아리콩",,재료,두류,,0,
2537,메뚜기,"바삭함, 풍미, 건조","고단백, 에너지","번데기, 누에",,재료,해산물,,0,
2539,어린잎,"부드러움, 수분보유력","항산화, 건강","새싹채소, 케일",,재료,야채/채소,,0,
2540,원두,"쓴맛, 가루, 농축",에너지,"커피파우더, 드립백",,재료,기타생식재료,,0,
2541,치자꽃,"발색력, 건조, 가루","한방, 건강","치자열매, 홍화",,재료,기타생식재료,,0,
2542,케일,"쌉쌀함, 수분보유력, 덩어리","항산화, 다이어트","비트잎, 시금치",,재료,야채/채소,,0,
2545,장문볼락,"감칠맛, 덩어리, 부드러움",고단백,"볼락, 노래미",,재료,해산물,,0,
