keyword,대분류,중분류,소분류,세분류,세세분류,Feature,synonyms,hyperonym,타사전추가여부,coupang_link,추가일자,보관냉동,보관냉장,보관실온
참송이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"식감추가, 향긋함, 고소함, 쫄깃함, 버섯향, 고급풍미","참송이, 송고버섯",버섯,,,2026-09-07,90,7,2
송화버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"식감추가, 향긋함, 고소함, 쫄깃함, 버섯향, 고급풍미",,버섯,,,,90,7,2
뽕나무버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 버섯향, 야생버섯, 한식",,,,,,60,4,1
석이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 검은색, 거친식감, 버섯향, 고급풍미",,버섯,,,,90,10,
건목이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 꼬들함, 말린것, 버섯향, 중식",,버섯,,,,365,180,365
아위버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 쫄깃함, 버섯향, 담백함",,,,,,90,7,2
나도팽나무버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 미끄러움, 버섯향, 국물용",,,,,,60,5,1
노랑느타리버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 노란색, 화려한색, 버섯향",,느타리버섯,,,,60,4,1
백만송이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 작은크기, 버섯향, 다용도",만가닥버섯,만가닥버섯,,,,60,7,2
여름느타리버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 부드러움, 버섯향, 한식",,느타리버섯,,,,60,4,1
검은비늘버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 쫄깃함, 버섯향, 짙은색",,,,,,60,4,1
꽃송이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 화려한형태, 하얀색, 버섯향, 건강식",,,,,,60,5,
버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 버섯향, 담백함, 다용도",,,,,,60,5,
갈색팽이,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 아삭함, 갈색, 버섯향, 볶음용",,,,,,60,5,
표고가루,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 가루류, 버섯향, 진한맛, 천연조미료",,표고버섯,,,,,,
밤버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 쫄깃함, 밤맛, 버섯향, 한식",,,,,,60,5,
능이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 검은색, 강한향, 버섯향, 고급풍미, 보양식",,,,,,90,4,
잎새버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 부드러움, 버섯향, 건강식",,,,,,60,5,
싸리버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 독특한형태, 버섯향, 야생버섯",,,,,,60,4,
영지버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 쓴맛, 딱딱함, 버섯향, 건강식, 약재용",,,,,,,,
버들송이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 쫄깃함, 갈색, 버섯향, 볶음용",,,,,,60,5,
송이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 강한향, 소나무향, 버섯향, 고급풍미",,,,,,90,5,
맛타리버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 부드러움, 쫄깃함, 버섯향, 가성비",,,,,,60,5,
노루궁뎅이버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 폭신함, 하얀색, 버섯향, 건강식",,,,,,60,4,
풀버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 동글한형태, 버섯향, 중식",,,,,,60,4,
상황버섯,재료,식재료 원물,버섯류,버섯류,버섯류,"향긋함, 감칠맛, 식감추가, 딱딱함, 노란색, 버섯향, 건강식, 약재용",,,,,,,,
선지,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-기타육류,"진한 맛, 잡내 있음, 철분풍미, 붉은색, 응고형, 내장류, 국물용",,,,,,30,2,-
머리고기,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-기타육류,"진한 맛, 잡내 있음, 쫄깃함, 콜라겐, 기름짐, 고기향, 돼지고기, 한식",,,,,,60,3,-
잡뼈,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-기타육류,"진한 맛, 잡내 있음, 고기향, 농축육수, 뼈있음, 육수용, 필수베이스",사골잡뼈,,,,,90,3,-
꼬리,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-기타육류,"진한 맛, 잡내 있음, 쫄깃함, 기름짐, 뼈있음, 소고기, 보양식",소꼬리,,,,,90,3,-
췌장,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-내장류,"쫄깃함, 고소함, 특유의 향, 내장류, 기름짐, 진한맛, 가열용",,,,,,30,2,-
허파,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-내장류,"쫄깃함, 고소함, 특유의 향, 부드러움, 내장류, 고기향, 한식",,,,,,30,2,-
간,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-내장류,"쫄깃함, 고소함, 특유의 향, 퍽퍽함, 짙은색, 내장류, 건강식",,,,,,30,2,-
천엽,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-내장류,"쫄깃함, 고소함, 특유의 향, 오독한식감, 회색, 내장류, 생식용",,,,,,30,2,-
살코기,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-일반,"균형잡힌 식감, 고기향, 단백질, 담백함, 필수베이스, 가열용",,,,,,90,4,-
절단육,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-일반,"균형잡힌 식감, 고기향, 단백질, 기름짐, 편리함, 가열용",절단닭,,,,2026-09-07,90,3,-
정육,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-일반,"균형잡힌 식감, 고기향, 단백질, 담백함, 다용도, 가열용",,,,,,90,4,-
다리,재료,식재료 원물,육류/수산/달걀,육류,부위명칭-일반,"균형잡힌 식감, 쫄깃함, 고기향, 뼈있음, 기름짐, 가열용",,,,,,90,4,-
부추,재료,식재료 원물,채소류,잎채소류,부추류,"알싸함, 은은함, 향긋함, 잎채소, 향신채, 한식, 다용도",영양부추,,,,2026-09-07,30,5,1
비름나물,재료,식재료 원물,채소류,잎채소류,비름류,"은은함, 식감추가, 부드러움, 잎채소, 나물용, 한식",열대비름,,,,,30,4,1
곤드레,재료,식재료 원물,채소류,잎채소류,산나물류,"식감추가, 은은함, 잎채소, 말린것, 나물용, 한식, 구수함",곤드레나물,,,,2026-09-07,60,5,1
고사리,재료,식재료 원물,채소류,잎채소류,산나물류,"식감추가, 은은함, 쫄깃함, 갈색, 말린것, 산나물, 나물용, 한식","삶은고사리, 건고사리, 데친 고사리",,,,2026-09-07,60,5,1
쇠귀나물,재료,식재료 원물,채소류,잎채소류,산나물류,"식감추가, 은은함, 아삭함, 잎채소, 산나물, 나물용, 한식",,,,,,30,5,1
동채,재료,식재료 원물,채소류,잎채소류,산나물류,"식감추가, 은은함, 부드러움, 잎채소, 산나물, 나물용, 한식",,,,,,30,5,1
세발나물,재료,식재료 원물,채소류,잎채소류,산나물류,"식감추가, 짠맛, 아삭함, 얇음, 바다향, 잎채소, 생식용, 한식",,,,,,30,4,1
갯나물,재료,식재료 원물,채소류,잎채소류,산나물류,"식감추가, 향긋함, 아삭함, 바다향, 잎채소, 산나물, 한식",,,,,,30,4,1
소리쟁이,재료,식재료 원물,채소류,잎채소류,산나물류,"신맛, 은은함, 산미, 부드러움, 잎채소, 산나물, 국물용",,,,,,30,5,1
대나물,재료,식재료 원물,채소류,잎채소류,산나물류,"쌉싸름함, 제철나물, 향긋함, 잎채소, 산나물, 나물용, 한식",,,,,,30,5,1
엄나무순,재료,식재료 원물,채소류,잎채소류,산나물류,"쌉싸름함, 향긋함, 개두릅, 봄나물, 산나물, 잎채소, 한식","개두릅, 엄나무",,,,2026-09-07,60,5,1
엉개나물,재료,식재료 원물,채소류,잎채소류,산나물류,"쓴맛, 향긋함, 쌉쌀함, 봄나물, 산나물, 잎채소, 나물용",,,,,,60,5,1
가죽나물,재료,식재료 원물,채소류,잎채소류,산나물류,"쓴맛, 향긋함, 봄나물, 강한향, 산나물, 잎채소, 한식",,,,,,60,5,1
민들레,재료,식재료 원물,채소류,잎채소류,산나물류,"쓴맛, 나물용, 무침용, 향긋함, 쌉쌀함, 잎채소, 생식용",,,,,,60,7,
두릅,재료,식재료 원물,채소류,잎채소류,산나물류,"쓴맛, 나물용, 무침용, 향긋함, 봄나물, 산나물, 아삭함, 한식","참두릅, 땅두릅",,,,,60,5,
씀바귀,재료,식재료 원물,채소류,잎채소류,산나물류,"쓴맛, 식감추가, 쌉쌀함, 뿌리채소, 봄나물, 무침용, 한식",,,,,,60,7,
고들빼기,재료,식재료 원물,채소류,잎채소류,산나물류,"쓴맛, 향긋함, 쌉쌀함, 뿌리채소, 김치용, 한식, 진한맛",,,,,,60,7,
비비추,재료,식재료 원물,채소류,잎채소류,산나물류,"은은함, 식감추가, 부드러움, 잎채소, 산나물, 나물용, 한식",,,,,,60,5,
부지갱이,재료,식재료 원물,채소류,잎채소류,산나물류,"은은함, 향긋함, 울릉도나물, 잎채소, 산나물, 나물용, 한식","쑥부쟁이, 부지깽이",,,,,60,5,
줄나물,재료,식재료 원물,채소류,잎채소류,산나물류,"은은함, 향긋함, 아삭함, 잎채소, 산나물, 나물용, 한식",,,,,,60,5,
개망초,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 들나물류, 부드러움, 잎채소, 산나물, 나물용, 한식",,,,,,60,5,
취나물,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 알싸함, 나물용, 강한향, 필수산나물, 잎채소, 한식","곤들레, 곰취, 미역취, 건취나물, 생취나물",,,,2026-09-07,60,5,
참나물,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 알싸함, 나물용, 상큼함, 부드러움, 잎채소, 생식용",,,,,,60,5,
냉이,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 알싸함, 나물용, 봄나물, 뿌리채소, 국물용, 한식",,,,,,60,5,
방풍나물,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 쌉쌀함, 잎채소, 산나물, 나물용, 한식",,,,,,60,5,
개미취,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 부드러움, 잎채소, 산나물, 나물용, 한식",,,,,,60,5,
눈개승마,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 고기식감, 삼나물, 잎채소, 산나물, 한식",삼나물,,,,,60,5,
마타리,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 잎채소, 산나물, 나물용, 한식, 야생채소",,,,,,60,5,
참죽나물,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 강한향, 잎채소, 산나물, 가죽나무, 한식",,,,,,60,5,
곤달비,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 곰취유사, 부드러움, 잎채소, 산나물, 한식",,,,,,60,5,
원추리,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 부드러움, 단맛, 잎채소, 산나물, 한식",,,,,,60,5,
파드득나물,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 참나물유사, 아삭함, 잎채소, 산나물, 한식",,,,,,60,5,
어수리,재료,식재료 원물,채소류,잎채소류,산나물류,"향긋함, 은은함, 임금님나물, 잎채소, 산나물, 나물용, 한식",,,,,,60,5,
삼치,재료,식재료 원물,육류/수산/달걀,생선류,삼치류,"감칠맛, 지방풍미, 부드러움, 생선류, 수산물, 고소함, 가열용",삼치살,삼치살,,,,,,
상추,재료,식재료 원물,채소류,잎채소류,상추류,"신선함, 식감, 수분감, 샐러드용, 쌈채소, 필수채소, 아삭함","양상추, 로메인, 청상추, 로메인상추, 꽃상추, 프릴아이스",배추,,,2026-09-07,,7,
쌈채소,재료,식재료 원물,채소류,잎채소류,상추류,"향긋함, 알싸함, 나물용, 신선함, 잎채소, 생식용, 다용도","잎채소, 샐러드채소, 쌈, 유러피안 채소, 샐러드용 채소, 쌈야채",배추,,,2026-09-07,,7,
알팔파,재료,식재료 원물,채소류,잎채소류,새싹류,"식감추가, 은은함, 새싹채소, 가늘음, 수분감, 샐러드용, 비빔용",,,,,,,5,
어린잎,재료,식재료 원물,채소류,잎채소류,새싹류,"신선함, 식감, 수분감, 샐러드용, 새싹채소, 부드러움, 토핑용","새싹, 새순, 어린잎채소, 베이비채소",,,,2026-09-07,,5,
무순,재료,식재료 원물,채소류,잎채소류,새싹류,"향긋함, 알싸함, 나물용, 새싹채소, 매운맛, 일식, 고명용",새싹채소,,,,2026-09-07,,5,
대하,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 고단백, 큼직함, 쫄깃함, 바다향, 갑각류, 수산물, 구이용",왕새우,새우,,,,60,2,-
생새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 살점, 탱글함, 신선함, 바다향, 갑각류, 수산물, 생식용",,새우,,,,60,2,-
새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 살점, 탱글함, 필수베이스, 바다향, 갑각류, 수산물, 다용도","칵테일새우, 자숙새우, 노바시새우, 먹새우",,,,2026-09-07,60,2,-
새우살,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 살점, 손질됨, 편리함, 바다향, 갑각류, 수산물, 요리용","깐새우, 게살",새우,,,2026-09-07,60,3,-
적새우살,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 식감추가, 붉은색, 바다향, 갑각류, 수산물, 볶음용",,-,,,,60,3,-
닭새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 식감추가, 고급풍미, 바다향, 갑각류, 수산물, 찜용",,-,,,,60,2,-
보리새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 식감추가, 단맛, 바다향, 갑각류, 수산물, 회용",,-,,,,60,2,-
꽃새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 식감추가, 화려한색, 바다향, 갑각류, 수산물, 회용",,,,,,60,2,-
흰다리새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 식감추가, 탱글함, 대중적, 갑각류, 수산물, 다용도",,,,,,60,2,-
가시발새우,재료,식재료 원물,육류/수산/달걀,갑각류,새우류,"감칠맛, 식감추가, 딱새우, 단단함, 바다향, 갑각류, 수산물, 국물용",딱새우,,,,,60,2,-
볶은새우가루,재료,식재료 원물,육류/수산/달걀,건조해산물류,새우류,"감칠맛, 가루류, 바삭함, 고소함, 바다향, 천연조미료, 조리보조",새우가루,새우,,,,180,,90
건새우,재료,식재료 원물,육류/수산/달걀,건조해산물류,새우류,"감칠맛, 고명용, 건조형, 바삭함, 바다향, 육수용, 한식부재료","말린새우, 밥새우",새우,,,2026-09-07,180,,90
아귀,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 쫄깃함, 부드러움, 생선류, 수산물, 찜용, 한식",아구,-,,,,60,2,-
물메기,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흐물거림, 부드러움, 생선류, 수산물, 국물용",곰치,-,,,,60,2,-
횟대,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 생선류, 수산물, 식해용, 한식",,-,,,,90,2,-
도치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 탱글함, 쫄깃함, 생선류, 수산물, 숙회용",,-,,,,90,2,-
복어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 쫄깃함, 독성주의, 고급풍미, 생선류, 수산물, 국물용",,-,,,,90,2,-
민어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 부드러움, 보양식, 생선류, 수산물, 가을생선",,-,,,,90,2,-
틸라피아,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 역돔, 생선류, 수산물, 가성비",,-,,,,90,2,-
도다리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 봄생선, 생선류, 수산물, 가열용",,,,,,90,2,-
도루묵,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 알식감, 생선류, 수산물, 조림용, 한식",,,,,,90,2,-
능성어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 고급풍미, 생선류, 수산물, 회용",,,,,,90,2,-
문치가자미,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 도다리유사, 생선류, 수산물, 가열용",,,,,,90,2,-
술봉가자미,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 생선류, 수산물, 가열용",,,,,,90,2,-
매퉁이,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 생선류, 수산물, 어묵재료, 가공용",,,,,,90,2,-
참조기,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 부드러움, 생선류, 수산물, 조기류, 한식",,,,,,90,2,-
개볼락,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 쫄깃함, 생선류, 수산물, 매운탕용",,,,,,90,2,-
민태,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 명태유사, 생선류, 수산물, 가공용",,,,,,90,2,-
참가자미,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 흰살생선, 생선류, 수산물, 구이용, 조림용",,,,,,90,2,-
네동가리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 생선류, 수산물, 흰살생선, 가열용",,,,,,90,2,-
양태,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 단단한살, 생선류, 수산물, 찜용, 국물용",,,,,,90,2,-
넙치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 광어, 흰살생선, 생선류, 수산물, 대중적",광어,,,,,90,2,-
무지개송어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 담백함, 지방풍미, 붉은살, 민물생선, 생선류, 수산물",,,,,,90,2,-
성게,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 바다향, 녹진함, 노란색, 수산물, 고급풍미, 생식용","성게알, 우니",-,,,2026-09-07,60,1,-
밴댕이,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 바다향, 작은생선, 수산물, 젓갈용, 구이용",,-,,,,90,2,-
가오리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 식감추가, 오독함, 연골, 생선류, 수산물, 찜용, 무침용",,-,,,,90,2,-
개불,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 식감추가, 쫄깃함, 단맛, 수산물, 생식용, 술안주",,-,,,,60,1,-
정어리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 등푸른생선, 작은생선, 생선류, 수산물, 통조림용",,-,,,,90,2,-
쥐치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 단단한살, 생선류, 수산물, 쥐포용, 회용",,-,,,,90,2,-
줄삼치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 삼치유사, 생선류, 수산물, 가열용",,-,,,,90,2,-
부시리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 방어유사, 대형어종, 생선류, 수산물, 회용",,-,,,,90,2,-
양미리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 건조형, 작은생선, 생선류, 수산물, 구이용",,-,,,,90,2,-
가다랑어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 훈제향, 육수용, 생선류, 수산물, 일식부재료",가다랭이,,,,,90,2,-
평삼치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 생선류, 수산물, 삼치류, 가열용",,,,,,90,2,-
다랑어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 참치, 붉은살, 대형어종, 생선류, 수산물",,,,,,90,2,-
전어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 고소함, 가을생선, 뼈째먹는, 생선류, 수산물",,,,,,90,2,-
청새치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 지방풍미, 단단한살, 대형어종, 생선류, 수산물, 회용",,,,,,90,2,-
해삼,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 해산풍미, 오독함, 바다의인삼, 검은색, 수산물, 생식용",,,,,,60,1,-
훈제연어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 훈제풍미, 지방풍미, 붉은살, 연어, 가공육, 서양식",,,,,,90,5,-
붕어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 흙맛, 민물생선, 생선류, 수산물, 보양식, 한식",,-,,,,90,2,-
미꾸라지,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 흙맛, 지방풍미, 민물생선, 생선류, 수산물, 추어탕용",추어,-,,,,90,2,-
메기,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"감칠맛, 흙맛, 지방풍미, 민물생선, 생선류, 수산물, 매운탕용",,-,,,,90,2,-
꽁치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 등푸른생선, 생선류, 수산물, 다용도",꽁치캔,,,,2026-09-07,90,2,-
가자미,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 생선류, 수산물, 다용도",,,,,,90,2,-
도미,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 고급풍미, 생선류, 수산물","참돔, 참도미",,,,,90,2,-
열기,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 빨간생선, 생선류, 수산물, 가열용",볼락,,,,,90,2,-
조기,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 생선류, 수산물, 한식",,,,,,90,2,-
장어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 기름짐, 고소함, 보양식, 가열용",민물장어,,,,2026-09-07,90,2,-
임연수어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 부드러움, 생선류, 수산물, 구이용",임연수,,,,,90,2,-
우럭,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 쫄깃함, 생선류, 수산물, 매운탕용",조피볼락,,,,,90,2,-
연어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 붉은살, 기름짐, 고소함, 다용도","생연어, 연어필렛",,,,2026-09-07,60,2,-
병어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 부드러움, 흰살생선, 생선류, 수산물",,,,,,90,2,-
등가시치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 생선류, 수산물, 가열용",,,,,,90,2,-
대구,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 시원함, 생선류, 수산물",,,,,,90,2,-
날치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 작은생선, 톡톡터지는알, 수산물",,,,,,90,2,-
까나리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 작은생선, 액젓용, 수산물",,,,,,90,2,-
고랑치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 쫄깃함, 수산물",,,,,,90,2,-
고등어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 등푸른생선, 기름짐, 필수베이스",순살고등어,,,,2026-09-07,90,2,-
갈치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 부드러움, 흰살생선, 수산물",,,,,,90,2,-
노가리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 건조형, 쫄깃함, 안주용",,,,,,90,2,-
놀래미,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 쫄깃함, 수산물",노래미,,,,,90,2,-
농어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 고급풍미, 여름생선",,,,,,90,2,-
다금바리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 흰살생선, 고급풍미, 쫄깃함",,,,,,90,2,-
박대,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 납작한형태, 말린것, 구이용",,,,,,90,2,-
방어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 기름짐, 붉은살, 겨울생선",,,,,,90,2,-
빙어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 작은생선, 튀김용, 겨울생선",,,,,,90,2,-
삼치,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 고소함, 담백함, 부드러움",,,,,,90,2,-
서대,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 납작한형태, 흰살생선, 수산물",,,,,,90,2,-
송어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 민물생선, 붉은살, 고소함",,,,,,90,2,-
숭어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 붉은살, 쫄깃함, 수산물",,,,,,90,2,-
쏘가리,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 민물생선, 고급풍미, 매운탕용",,,,,,90,2,-
연변어,재료,식재료 원물,육류/수산/달걀,생선류,생선류,"비린맛, 감칠맛, 단백함, 해산물향, 생선류, 수산물, 가열용",,,,,,90,2,-
